,time,open,high,low,close,ema_short,ema_long,EMA_6,EMA_12,EMA_20,SAR,RSI_14
23,2020-10-29 11:00:00,135.407,135.66,135.397,135.459,135.459,135.36768,135.57714,135.58968,135.53603,135.93368,52.46
24,2020-10-29 12:00:00,135.459,135.522,135.074,135.187,135.187,135.36059,135.46567,135.52773,135.50279,135.92161,43.88
25,2020-10-29 13:00:00,135.187,135.187,134.817,134.881,134.881,135.34179,135.29862,135.42823,135.44357,135.8877,36.63
26,2020-10-29 14:00:00,134.881,135.028,134.837,134.989,134.989,135.32795,135.21016,135.36066,135.40028,135.82346,40.37
27,2020-10-29 15:00:00,134.988,135.039,134.636,134.964,134.964,135.31368,135.13983,135.29963,135.35873,135.76307,39.79
28,2020-10-29 16:00:00,134.965,135.266,134.875,135.006,135.006,135.30161,135.10159,135.25446,135.32514,135.67291,41.33
29,2020-10-29 17:00:00,135.006,135.145,134.82,134.928,134.928,135.28696,135.05199,135.20424,135.28731,135.58995,39.32
30,2020-10-29 18:00:00,134.928,135.174,134.866,135.161,135.161,135.28202,135.08314,135.19758,135.27528,135.51364,47.54
31,2020-10-29 19:00:00,135.16,135.204,135.064,135.123,135.123,135.27579,135.09453,135.18611,135.26078,135.44343,46.43
32,2020-10-29 20:00:00,135.123,135.364,135.116,135.284,135.284,135.27611,135.14866,135.20117,135.26299,135.37883,51.57
33,2020-10-29 21:00:00,135.284,135.375,135.264,135.278,135.278,135.27618,135.18562,135.21299,135.26442,134.636,51.37
34,2020-10-29 22:00:00,135.278,135.317,135.192,135.192,135.192,135.27288,135.18744,135.20976,135.25752,134.65078,48.5
35,2020-10-29 23:00:00,135.207,135.232,134.994,135.173,135.173,135.26896,135.18331,135.2041,135.24947,134.66526,47.87
36,2020-10-30 00:00:00,135.173,135.249,135.152,135.244,135.244,135.26799,135.20065,135.21024,135.24895,134.67946,50.48
37,2020-10-30 01:00:00,135.242,135.314,135.15,135.198,135.198,135.26524,135.1999,135.20836,135.2441,134.69337,48.77
38,2020-10-30 02:00:00,135.197,135.236,135.089,135.145,135.145,135.26053,135.18421,135.19861,135.23466,134.707,46.81
39,2020-10-30 03:00:00,135.145,135.17,135.046,135.135,135.135,135.2556,135.17015,135.18883,135.22517,134.72036,46.43
40,2020-10-30 04:00:00,135.136,135.162,135.04,135.055,135.055,135.24774,135.13725,135.16824,135.20896,134.73346,43.4
41,2020-10-30 05:00:00,135.057,135.102,135.021,135.028,135.028,135.23912,135.10604,135.14666,135.19173,134.74629,42.39
42,2020-10-30 06:00:00,135.03,135.059,134.787,134.799,134.799,135.22186,135.01831,135.09318,135.15433,134.75886,34.98
43,2020-10-30 07:00:00,134.8,134.811,134.4,134.536,134.536,135.19496,134.88051,135.00746,135.09544,135.375,28.76
44,2020-10-30 08:00:00,134.536,134.717,134.42,134.607,134.607,135.17191,134.80236,134.94585,135.04892,135.3555,32.26
45,2020-10-30 09:00:00,134.6,134.958,134.594,134.778,134.778,135.15646,134.7954,134.92002,135.02312,135.33639,39.92
46,2020-10-30 10:00:00,134.778,134.994,134.738,134.951,134.951,135.1484,134.83986,134.92479,135.01625,135.31766,46.51
47,2020-10-30 11:00:00,134.946,135.341,134.852,135.308,135.308,135.15466,134.97361,134.98375,135.04404,134.4,56.99
48,2020-10-30 12:00:00,135.303,135.517,135.154,135.487,135.487,135.16769,135.1203,135.06117,135.08622,134.41882,61.11
49,2020-10-30 13:00:00,135.487,135.638,135.401,135.623,135.623,135.18555,135.26393,135.1476,135.13734,134.46275,63.93
50,2020-10-30 14:00:00,135.622,135.625,135.314,135.521,135.521,135.1987,135.33738,135.20505,135.17388,134.53326,60.39
51,2020-10-30 15:00:00,135.52,135.801,135.441,135.507,135.507,135.21079,135.38584,135.2515,135.20561,134.59955,59.9
52,2020-10-30 16:00:00,135.508,135.528,135.296,135.345,135.345,135.21606,135.37417,135.26589,135.21888,134.69566,54.39
53,2020-10-30 17:00:00,135.345,135.548,135.08,135.203,135.203,135.21554,135.32526,135.25621,135.21737,134.78409,50.05
54,2020-10-30 18:00:00,135.204,135.535,135.077,135.435,135.435,135.22415,135.35662,135.28372,135.2381,134.86544,56.2
55,2020-10-30 19:00:00,135.435,135.529,135.381,135.441,135.441,135.23265,135.38073,135.30792,135.25742,134.94029,56.35
56,2020-10-30 20:00:00,135.441,135.666,135.391,135.642,135.642,135.24871,135.45538,135.35931,135.29405,135.00914,61.15
57,2020-10-30 21:00:00,135.642,135.663,135.562,135.625,135.625,135.26346,135.50384,135.40019,135.32557,135.07249,60.54
58,2020-10-30 22:00:00,135.625,135.693,135.538,135.543,135.543,135.27443,135.51503,135.42216,135.34628,135.13077,57.58
59,2020-11-02 00:00:00,135.01,135.379,135.001,135.327,135.327,135.27649,135.46131,135.40752,135.34444,135.801,50.56
60,2020-11-02 01:00:00,135.327,135.428,135.134,135.173,135.173,135.27243,135.37893,135.37144,135.32811,135.785,46.24
61,2020-11-02 02:00:00,135.174,135.36,135.174,135.306,135.306,135.27375,135.3581,135.36137,135.32601,135.76932,50.2
62,2020-11-02 03:00:00,135.307,135.41,135.257,135.362,135.362,135.27721,135.35921,135.36147,135.32943,135.75395,51.81
63,2020-11-02 04:00:00,135.362,135.409,135.282,135.391,135.391,135.28167,135.36829,135.36601,135.3353,135.73889,52.66
64,2020-11-02 05:00:00,135.392,135.392,135.287,135.308,135.308,135.2827,135.35107,135.35709,135.3327,135.72414,49.94
65,2020-11-02 06:00:00,135.308,135.31,135.113,135.131,135.131,135.27675,135.28819,135.3223,135.31349,135.70967,44.63
66,2020-11-02 07:00:00,135.126,135.226,135.083,135.095,135.095,135.26963,135.23299,135.28733,135.29268,135.6955,43.61
67,2020-11-02 08:00:00,135.092,135.174,135.033,135.17,135.17,135.26572,135.215,135.26928,135.281,135.68161,46.35
68,2020-11-02 09:00:00,135.175,135.347,135.135,135.34,135.34,135.26863,135.25071,135.28016,135.28662,135.668,52.04
69,2020-11-02 10:00:00,135.34,135.361,134.873,134.922,134.922,135.25504,135.15679,135.22506,135.25189,135.65466,40.63
70,2020-11-02 11:00:00,134.92,135.341,134.871,135.296,135.296,135.25664,135.19657,135.23597,135.25609,135.62339,50.98
71,2020-11-02 12:00:00,135.3,135.428,135.177,135.295,135.295,135.25815,135.22469,135.24506,135.2598,135.57825,50.96
72,2020-11-02 13:00:00,135.295,135.344,135.153,135.2,135.2,135.25587,135.21764,135.23812,135.2541,135.53581,48.47
73,2020-11-02 14:00:00,135.205,135.384,135.195,135.288,135.288,135.25713,135.23774,135.2458,135.25733,135.49592,50.86
74,2020-11-02 15:00:00,135.288,135.42,135.28,135.374,135.374,135.26171,135.27667,135.26552,135.26844,135.45843,53.15
75,2020-11-02 16:00:00,135.374,135.388,135.166,135.282,135.282,135.26251,135.27819,135.26806,135.26973,135.42318,50.45
76,2020-11-02 17:00:00,135.275,135.38,135.177,135.285,135.285,135.26339,135.28014,135.27066,135.27119,135.42,50.53
77,2020-11-02 18:00:00,135.285,135.29,135.131,135.235,135.235,135.26228,135.26724,135.26518,135.26774,135.388,48.96
78,2020-11-02 19:00:00,135.235,135.319,135.174,135.304,135.304,135.26391,135.27774,135.27115,135.27119,135.38,51.22
79,2020-11-02 20:00:00,135.304,135.307,135.134,135.201,135.201,135.26144,135.25582,135.26036,135.26451,135.34946,47.82
80,2020-11-02 21:00:00,135.201,135.288,135.16,135.23,135.23,135.26021,135.24844,135.25569,135.26122,135.32075,48.85
81,2020-11-02 22:00:00,135.229,135.364,135.226,135.364,135.364,135.26428,135.28146,135.27235,135.27101,134.871,53.42
82,2020-11-02 23:00:00,135.361,135.389,135.223,135.256,135.256,135.26396,135.27418,135.26983,135.26958,134.88086,49.58
83,2020-11-03 00:00:00,135.256,135.296,135.15,135.243,135.243,135.26314,135.26527,135.26571,135.26705,134.90119,49.12
84,2020-11-03 01:00:00,135.243,135.351,135.233,135.321,135.321,135.2654,135.2812,135.27421,135.27219,134.9207,51.98
85,2020-11-03 02:00:00,135.321,135.429,135.294,135.417,135.417,135.27135,135.32,135.29618,135.28598,134.93943,55.32
86,2020-11-03 03:00:00,135.416,135.429,135.304,135.402,135.402,135.27647,135.34343,135.31246,135.29703,134.9688,54.68
87,2020-11-03 04:00:00,135.402,135.444,135.346,135.428,135.428,135.28242,135.36759,135.33024,135.3095,134.99642,55.63
88,2020-11-03 05:00:00,135.428,135.434,135.263,135.347,135.347,135.28495,135.36171,135.33281,135.31307,135.03222,51.96
89,2020-11-03 06:00:00,135.347,135.347,135.27,135.273,135.273,135.28448,135.33636,135.32361,135.30926,135.06517,48.78
90,2020-11-03 07:00:00,135.275,135.354,135.272,135.323,135.323,135.28599,135.33254,135.32352,135.31057,135.09547,50.96
91,2020-11-03 08:00:00,135.324,135.401,135.272,135.282,135.282,135.28583,135.3181,135.31713,135.30785,135.12335,49.12
92,2020-11-03 09:00:00,135.282,135.342,135.151,135.337,135.337,135.28784,135.3235,135.32019,135.31062,135.14901,51.65
93,2020-11-03 10:00:00,135.337,135.761,135.298,135.725,135.725,135.30498,135.43822,135.38247,135.35009,135.151,64.9
94,2020-11-03 11:00:00,135.725,136.064,135.661,136.021,136.021,135.33306,135.60473,135.4807,135.41398,135.151,71.36
95,2020-11-03 12:00:00,136.021,136.069,135.901,135.953,135.953,135.35737,135.70423,135.55336,135.46532,135.26056,68.25
96,2020-11-03 13:00:00,135.953,136.223,135.901,136.108,136.108,135.38681,135.81959,135.63869,135.52653,135.37374,71.31
97,2020-11-03 14:00:00,136.108,136.156,135.904,135.929,135.929,135.40807,135.85085,135.68335,135.56486,135.50962,63.67
98,2020-11-03 15:00:00,135.928,136.229,135.928,136.079,136.079,135.43438,135.91604,135.74422,135.61382,135.62376,66.88
99,2020-11-03 16:00:00,136.08,136.34,136.011,136.306,136.306,135.46856,136.02746,135.83065,135.67974,135.73271,71.04
100,2020-11-03 17:00:00,136.306,136.669,136.279,136.638,136.638,135.51442,136.2019,135.95486,135.77101,135.85416,75.82
101,2020-11-03 18:00:00,136.638,136.688,136.336,136.358,136.358,135.54751,136.2465,136.01688,135.82691,136.011,65.93
102,2020-11-03 19:00:00,136.356,136.47,136.244,136.262,136.262,135.57553,136.25093,136.05459,135.86835,136.1464,62.9
103,2020-11-03 20:00:00,136.263,136.405,136.206,136.215,136.215,135.6006,136.24066,136.07927,135.90136,136.688,61.41
104,2020-11-03 21:00:00,136.215,136.269,136.18,136.222,136.222,135.62497,136.23533,136.10123,135.9319,136.67836,61.56
105,2020-11-03 22:00:00,136.219,136.248,136.083,136.208,136.208,135.64784,136.22752,136.11765,135.95819,136.65843,61.06
106,2020-11-03 23:00:00,136.211,136.584,136.152,136.366,136.366,135.676,136.26709,136.15586,135.99703,136.6239,64.54
107,2020-11-04 00:00:00,136.372,136.722,136.186,136.712,136.712,135.71663,136.3942,136.24142,136.06513,136.083,70.71
108,2020-11-04 01:00:00,136.706,137.372,136.651,137.146,137.146,135.77268,136.609,136.38059,136.16807,136.09578,76.29
109,2020-11-04 02:00:00,137.151,137.327,136.149,136.182,136.182,135.78873,136.487,136.35004,136.16939,136.14683,52.42
110,2020-11-04 03:00:00,136.182,136.599,136.089,136.278,136.278,135.80792,136.42729,136.33895,136.17974,137.372,53.96
111,2020-11-04 04:00:00,136.278,136.587,135.996,136.422,136.422,135.832,136.42578,136.35173,136.20281,137.34634,56.26
112,2020-11-04 05:00:00,136.42,136.747,136.42,136.492,136.492,135.85788,136.4447,136.37331,136.23035,137.29233,57.37
113,2020-11-04 06:00:00,136.492,136.624,136.145,136.171,136.171,135.87016,136.3665,136.34218,136.2247,137.24047,50.97
114,2020-11-04 07:00:00,136.171,136.376,136.103,136.322,136.322,135.88788,136.35378,136.33908,136.23397,137.19069,53.59
115,2020-11-04 08:00:00,136.322,136.37,136.158,136.271,136.271,135.90291,136.33013,136.32861,136.23749,137.14291,52.57
116,2020-11-04 09:00:00,136.271,136.355,135.528,135.794,135.794,135.89863,136.17695,136.24636,136.19526,137.09703,44.09
117,2020-11-04 10:00:00,135.797,135.908,135.583,135.63,135.63,135.8881,136.02068,136.15153,136.14142,137.00289,41.61
118,2020-11-04 11:00:00,135.631,136.157,135.556,136.051,136.051,135.89449,136.02934,136.13607,136.13281,136.9144,49.48
119,2020-11-04 12:00:00,136.051,136.137,135.758,135.974,135.974,135.89761,136.01353,136.11113,136.11769,136.83121,48.2
120,2020-11-04 13:00:00,135.974,136.078,135.826,136.019,136.019,135.90237,136.01509,136.09696,136.10829,136.75302,49.03
121,2020-11-04 14:00:00,136.022,136.159,135.878,136.098,136.098,135.91004,136.03878,136.09712,136.10731,136.67952,50.53
122,2020-11-04 15:00:00,136.1,136.107,135.503,135.587,135.587,135.89737,135.9097,136.01864,136.05775,136.61043,41.94
123,2020-11-04 16:00:00,135.583,135.678,135.363,135.575,135.575,135.88473,135.81407,135.95039,136.01178,136.52183,41.76
124,2020-11-04 17:00:00,135.575,135.821,135.512,135.723,135.723,135.87839,135.78805,135.9154,135.98427,136.40595,44.89
125,2020-11-04 18:00:00,135.724,135.912,135.49,135.911,135.911,135.87967,135.82318,135.91473,135.9773,136.30165,48.67
126,2020-11-04 19:00:00,135.911,135.964,135.757,135.899,135.899,135.88042,135.84484,135.91231,135.96984,136.20779,48.44
127,2020-11-04 20:00:00,135.899,135.95,135.702,135.714,135.714,135.8739,135.80746,135.8818,135.94547,136.12331,44.94
128,2020-11-04 21:00:00,135.714,135.759,135.609,135.731,135.731,135.86829,135.78561,135.8586,135.92505,136.04728,45.33
129,2020-11-04 22:00:00,135.731,135.825,135.671,135.724,135.724,135.86263,135.76801,135.83789,135.9059,135.97885,45.19
130,2020-11-04 23:00:00,135.725,135.811,135.588,135.673,135.673,135.8552,135.74086,135.81252,135.88372,135.91727,44.11
131,2020-11-05 00:00:00,135.706,135.791,135.096,135.23,135.23,135.83068,135.5949,135.7229,135.82146,135.86184,36.01
132,2020-11-05 01:00:00,135.23,135.428,135.164,135.411,135.411,135.81422,135.54236,135.67492,135.78237,135.811,40.79
133,2020-11-05 02:00:00,135.411,135.411,135.08,135.131,135.131,135.78743,135.42483,135.59124,135.72033,135.791,36.28
134,2020-11-05 03:00:00,135.136,135.199,135.08,135.14,135.14,135.76204,135.34345,135.52182,135.66506,135.69146,36.52
135,2020-11-05 04:00:00,135.143,135.29,135.083,135.24,135.24,135.74157,135.31389,135.47846,135.62458,135.60586,39.29
136,2020-11-05 05:00:00,135.239,135.258,135.115,135.127,135.127,135.71747,135.26049,135.42439,135.57719,135.53224,37.31
137,2020-11-05 06:00:00,135.127,135.218,135.111,135.144,135.144,135.69498,135.22721,135.38125,135.53594,135.46892,37.82
138,2020-11-05 07:00:00,135.144,135.341,135.1,135.24,135.24,135.67714,135.23086,135.35952,135.50775,135.41447,40.74
139,2020-11-05 08:00:00,135.24,135.278,135.075,135.101,135.101,135.65454,135.19376,135.31975,135.46901,135.36765,37.96
140,2020-11-05 09:00:00,135.081,135.973,135.081,135.835,135.835,135.66162,135.37697,135.39902,135.50387,135.075,55.31
141,2020-11-05 10:00:00,135.83,135.963,135.683,135.732,135.732,135.66438,135.47841,135.45025,135.5256,135.075,53.07
142,2020-11-05 11:00:00,135.732,136.04,135.587,136.018,136.018,135.67825,135.63258,135.53759,135.57249,135.081,58.14
143,2020-11-05 12:00:00,136.019,136.106,135.883,136.094,136.094,135.69455,135.76441,135.62319,135.62216,135.11936,59.4
144,2020-11-05 13:00:00,136.093,136.309,135.982,136.11,136.11,135.71084,135.86315,135.69809,135.66862,135.17856,59.68
145,2020-11-05 14:00:00,136.109,136.201,135.762,135.824,135.824,135.71528,135.85197,135.71746,135.68342,135.26899,52.8
146,2020-11-05 15:00:00,135.824,135.861,135.534,135.676,135.676,135.71374,135.80169,135.71108,135.68271,135.35219,49.62
147,2020-11-05 16:00:00,135.676,135.867,135.567,135.674,135.674,135.71218,135.76521,135.70538,135.68188,135.42874,49.58
148,2020-11-05 17:00:00,135.674,135.951,135.624,135.896,135.896,135.71939,135.80258,135.7347,135.70227,135.49916,54.36
149,2020-11-05 18:00:00,135.899,136.067,135.715,135.973,135.973,135.72934,135.85127,135.77136,135.72806,135.56395,55.92
150,2020-11-05 19:00:00,135.974,135.994,135.73,135.871,135.871,135.73489,135.85691,135.78669,135.74167,135.62355,53.32
151,2020-11-05 20:00:00,135.871,135.937,135.774,135.852,135.852,135.73948,135.8555,135.79674,135.75218,135.67839,52.83
152,2020-11-05 21:00:00,135.843,136.082,135.825,136.032,136.032,135.75095,135.90593,135.83293,135.77883,135.72884,56.89
153,2020-11-05 22:00:00,136.033,136.131,135.911,136.115,136.115,135.76523,135.96567,135.87633,135.81084,135.774,58.66
154,2020-11-05 23:00:00,136.113,136.174,136.03,136.067,136.067,135.77707,135.99462,135.90566,135.83524,135.8168,57.2
155,2020-11-06 00:00:00,136.041,136.216,135.893,136.16,136.16,135.79208,136.04187,135.94479,135.86617,135.85618,59.32
156,2020-11-06 01:00:00,136.16,136.242,136.094,136.127,136.127,135.80522,136.06619,135.97282,135.89101,135.8924,58.22
157,2020-11-06 02:00:00,136.121,136.198,136.0,136.029,136.029,135.81399,136.05557,135.98147,135.90415,135.893,54.96
158,2020-11-06 03:00:00,136.03,136.09,135.925,136.034,136.034,135.82262,136.0494,135.98955,135.91652,136.309,55.1
159,2020-11-06 04:00:00,136.033,136.08,135.935,136.008,136.008,135.82989,136.03757,135.99239,135.92523,136.30132,54.16
160,2020-11-06 05:00:00,136.01,136.023,135.686,135.738,135.738,135.82629,135.95198,135.95325,135.9074,136.29379,45.56
161,2020-11-06 06:00:00,135.741,135.862,135.724,135.757,135.757,135.82357,135.89627,135.92306,135.89308,136.26948,46.21
162,2020-11-06 07:00:00,135.757,135.928,135.756,135.87,135.87,135.82539,135.88877,135.9149,135.89088,136.24614,50.02
163,2020-11-06 08:00:00,135.87,135.986,135.857,135.916,135.916,135.82894,135.89655,135.91507,135.89327,136.22374,51.52
164,2020-11-06 09:00:00,135.917,136.002,135.702,136.001,136.001,135.83569,135.92639,135.92829,135.90353,136.20223,54.26
165,2020-11-06 10:00:00,136.0,136.12,135.832,135.838,135.838,135.83578,135.90114,135.9144,135.89729,136.18158,48.59
166,2020-11-06 11:00:00,135.839,135.86,135.659,135.859,135.859,135.83669,135.8891,135.90587,135.89364,136.16176,49.32
167,2020-11-06 12:00:00,135.851,135.86,135.659,135.732,135.732,135.83259,135.84421,135.87912,135.87825,136.13159,45.12
168,2020-11-06 13:00:00,135.732,135.791,135.465,135.569,135.569,135.82225,135.76558,135.83141,135.8488,136.10323,40.37
169,2020-11-06 14:00:00,135.569,135.681,135.463,135.581,135.581,135.81279,135.71284,135.79289,135.82329,136.05218,40.86
170,2020-11-06 15:00:00,135.581,135.848,135.536,135.778,135.778,135.81142,135.73146,135.7906,135.81898,135.99326,48.42
171,2020-11-06 16:00:00,135.778,135.901,135.668,135.803,135.803,135.81109,135.7519,135.79251,135.81746,135.94023,49.3
172,2020-11-06 17:00:00,135.804,135.947,135.657,135.748,135.748,135.80862,135.75079,135.78566,135.81084,135.463,47.38
173,2020-11-06 18:00:00,135.773,136.13,135.733,135.99,135.99,135.81573,135.81913,135.8171,135.8279,135.47268,55.59
174,2020-11-06 19:00:00,135.988,136.039,135.765,135.861,135.861,135.81751,135.83109,135.82385,135.83106,135.49897,51.02
175,2020-11-06 20:00:00,135.861,135.932,135.818,135.83,135.83,135.818,135.83078,135.8248,135.83096,135.52421,49.96
176,2020-11-06 21:00:00,135.827,135.886,135.777,135.845,135.845,135.81906,135.83484,135.8279,135.83229,135.54845,50.49
177,2020-11-06 22:00:00,135.845,135.992,135.818,135.866,135.866,135.8209,135.84375,135.83377,135.8355,135.57171,51.28
178,2020-11-06 23:00:00,135.866,135.927,135.73,135.907,135.907,135.82427,135.86182,135.84503,135.84231,135.59404,52.86
179,2020-11-09 00:00:00,135.871,135.99,135.715,135.934,135.934,135.82858,135.88244,135.85872,135.85104,135.61548,53.92
180,2020-11-09 01:00:00,135.933,136.16,135.859,136.083,136.083,135.83855,135.93974,135.89322,135.87314,135.63606,59.36
181,2020-11-09 02:00:00,136.083,136.165,136.027,136.141,136.141,135.85042,135.99725,135.93134,135.89865,135.6675,61.27
182,2020-11-09 03:00:00,136.141,136.277,136.115,136.206,136.206,135.86436,136.05689,135.9736,135.92792,135.7073,63.35
183,2020-11-09 04:00:00,136.204,136.304,136.177,136.274,136.274,135.88042,136.11892,136.01981,135.96088,135.76427,65.45
184,2020-11-09 05:00:00,136.275,136.287,136.205,136.275,136.275,135.8959,136.16352,136.05907,135.99079,135.82903,65.48
185,2020-11-09 06:00:00,136.273,136.375,136.232,136.358,136.358,135.91402,136.21908,136.10506,136.02577,135.88603,68.06
186,2020-11-09 07:00:00,136.358,136.52,136.297,136.453,136.453,135.93516,136.28592,136.15859,136.06646,135.95449,70.75
187,2020-11-09 08:00:00,136.453,136.471,136.315,136.469,136.469,135.95609,136.33823,136.20635,136.10479,136.04497,71.19
188,2020-11-09 09:00:00,136.468,136.61,136.357,136.372,136.372,135.9724,136.34788,136.23183,136.13024,136.12097,64.82
189,2020-11-09 10:00:00,136.372,136.484,136.084,136.186,136.186,135.98078,136.30163,136.22478,136.13555,136.61,54.7
190,2020-11-09 11:00:00,136.19,136.293,136.029,136.168,136.168,135.98812,136.26345,136.21604,136.13864,136.61,53.82
191,2020-11-09 12:00:00,136.168,136.343,136.134,136.301,136.301,136.00039,136.27418,136.22911,136.1541,136.58676,59.04
192,2020-11-09 13:00:00,136.301,137.273,136.214,137.228,137.228,136.04853,136.5467,136.38279,136.25638,136.029,77.84
193,2020-11-09 14:00:00,137.226,138.239,137.041,138.232,138.232,136.13416,137.02821,136.66728,136.44453,136.05388,85.56
194,2020-11-09 15:00:00,138.234,138.41,138.112,138.226,138.226,136.21619,137.37044,136.90709,136.6142,136.14128,85.37
195,2020-11-09 16:00:00,138.223,138.749,138.148,138.609,138.609,136.31003,137.72431,137.16892,136.80418,136.27741,87.32
196,2020-11-09 17:00:00,138.612,138.694,138.333,138.603,138.603,136.39995,137.97537,137.38955,136.9755,136.47514,87.13
197,2020-11-09 18:00:00,138.6,138.794,138.432,138.68,138.68,136.48936,138.17669,137.58808,137.13783,136.65704,87.52
198,2020-11-09 19:00:00,138.681,138.757,138.514,138.578,138.578,136.57127,138.29135,137.74037,137.27499,136.87074,83.91
199,2020-11-09 20:00:00,138.579,138.64,138.437,138.636,138.636,136.65224,138.38982,137.87816,137.40461,137.06307,84.31
200,2020-11-09 21:00:00,138.635,138.838,138.581,138.827,138.827,136.73752,138.51473,138.02414,137.54007,137.23616,85.57
201,2020-11-09 22:00:00,138.829,138.91,138.607,138.656,138.656,136.81276,138.55509,138.12135,137.64635,137.42838,79.42
202,2020-11-09 23:00:00,138.656,138.731,138.593,138.688,138.688,136.8863,138.59307,138.20852,137.74556,137.63581,79.72
203,2020-11-10 00:00:00,138.688,138.701,138.478,138.499,138.499,136.94954,138.56619,138.25321,137.81731,137.81419,73.09
204,2020-11-10 01:00:00,138.505,138.628,138.379,138.451,138.451,137.00842,138.53328,138.28364,137.87766,137.96761,71.46
205,2020-11-10 02:00:00,138.449,138.712,138.337,138.431,138.431,137.06421,138.50406,138.30631,137.93036,138.09954,70.76
206,2020-11-10 03:00:00,138.433,138.525,138.283,138.331,138.331,137.11389,138.45461,138.31011,137.96852,138.21301,67.18
207,2020-11-10 04:00:00,138.331,138.432,138.258,138.279,138.279,137.15958,138.40444,138.30532,137.99809,138.91,65.33
208,2020-11-10 05:00:00,138.279,138.396,138.163,138.364,138.364,137.20681,138.39288,138.31435,138.03294,138.89696,66.94
209,2020-11-10 06:00:00,138.364,138.5,138.341,138.423,138.423,137.2545,138.40149,138.33107,138.07009,138.8676,68.04
210,2020-11-10 07:00:00,138.423,138.451,138.317,138.386,138.386,137.29887,138.39706,138.33952,138.10017,138.83942,66.54
211,2020-11-10 08:00:00,138.386,138.641,138.345,138.588,138.588,137.34943,138.45162,138.37775,138.14663,138.81236,70.38
212,2020-11-10 09:00:00,138.592,138.739,138.287,138.367,138.367,137.38933,138.42744,138.37609,138.16762,138.78639,62.0
213,2020-11-10 10:00:00,138.365,138.876,138.364,138.834,138.834,137.44599,138.5436,138.44654,138.23109,138.163,70.1
214,2020-11-10 11:00:00,138.836,139.558,138.813,139.527,139.527,137.5276,138.82457,138.61276,138.35451,138.17726,77.7
215,2020-11-10 12:00:00,139.53,139.711,139.376,139.665,139.665,137.61142,139.06469,138.77465,138.47931,138.23249,78.85
216,2020-11-10 13:00:00,139.665,139.74,139.452,139.555,139.555,137.68763,139.20478,138.8947,138.58176,138.3212,75.5
217,2020-11-10 14:00:00,139.547,139.65,139.227,139.486,139.486,137.75816,139.28513,138.98567,138.66788,138.4347,73.4
